date-time,RF1,RF2,RF3,RF4,ANN1,ANN2,ANN3,ANN4,ANN5
21/03/2024 11:40:28,37,37,37,38,38,38,38,38,38
21/03/2024 11:40:30,39,39,39,38,38,39,39,38,39
21/03/2024 11:40:33,37,36,37,38,38,38,38,38,38
21/03/2024 11:40:36,37,35,37,38,39,39,37,38,38
21/03/2024 11:40:39,40,40,40,40,40,39,39,40,39
21/03/2024 11:40:41,36,38,38,37,34,34,36,37,36
21/03/2024 11:40:44,39,39,39,39,40,40,40,40,40
21/03/2024 11:40:46,38,38,38,38,38,38,39,39,38
21/03/2024 11:40:49,38,38,38,38,38,38,38,38,39
21/03/2024 11:40:52,37,36,37,37,39,39,39,38,39
21/03/2024 11:40:54,37,37,37,36,37,37,37,36,36
21/03/2024 11:40:57,37,36,34,36,36,37,37,37,37
21/03/2024 11:40:59,39,39,38,38,39,39,39,39,39
21/03/2024 11:41:02,39,38,38,38,40,40,39,40,40
21/03/2024 11:41:05,37,37,36,36,38,38,38,38,38
21/03/2024 11:41:07,34,36,35,35,37,37,37,37,37
21/03/2024 11:41:10,39,38,37,38,38,38,38,38,38
21/03/2024 11:41:13,35,36,36,35,38,38,38,38,38
21/03/2024 11:41:15,39,38,37,38,40,40,40,40,40
21/03/2024 11:41:18,38,39,35,36,38,39,38,39,38
21/03/2024 11:41:21,39,39,39,39,40,40,40,39,40
21/03/2024 11:41:23,38,39,37,38,38,38,37,37,38
21/03/2024 11:41:26,39,39,39,39,39,40,40,39,39
21/03/2024 11:41:29,40,39,39,39,40,40,40,40,40
21/03/2024 11:41:31,37,36,35,34,37,38,36,37,38
21/03/2024 11:41:34,36,37,36,37,36,37,37,37,37
21/03/2024 11:41:37,37,37,39,37,40,40,40,40,40
21/03/2024 11:41:40,39,40,39,39,39,39,39,39,38
21/03/2024 11:41:43,38,36,38,40,39,38,38,38,39
21/03/2024 11:41:45,39,40,40,40,38,38,38,38,39
21/03/2024 11:41:48,38,38,38,38,40,40,39,39,39
21/03/2024 11:41:50,40,39,39,39,40,40,40,40,40
21/03/2024 11:41:53,40,39,38,39,35,36,37,37,36
21/03/2024 11:41:56,39,39,38,38,39,39,39,39,39
21/03/2024 11:41:58,39,39,39,37,37,39,37,37,37
21/03/2024 11:42:01,39,38,38,38,40,40,40,40,40
21/03/2024 11:42:04,39,39,39,39,40,40,40,40,40
21/03/2024 11:42:06,39,39,39,39,39,39,39,39,39
21/03/2024 11:42:09,39,39,38,39,40,40,40,38,40
21/03/2024 11:42:12,38,38,39,39,40,40,40,39,40
21/03/2024 11:42:14,39,39,39,39,36,37,36,37,37
21/03/2024 11:42:17,38,37,37,38,38,38,38,38,38
21/03/2024 11:42:19,40,39,39,39,40,40,40,40,40
21/03/2024 11:42:22,40,38,40,40,39,40,40,40,40
21/03/2024 11:42:25,40,39,40,39,40,40,39,40,40
21/03/2024 11:42:27,39,40,38,38,39,38,39,39,39
21/03/2024 11:42:30,39,40,39,40,38,39,39,38,39
21/03/2024 11:42:33,40,40,40,40,39,39,39,38,39
21/03/2024 11:42:36,38,36,37,37,37,40,38,37,36
21/03/2024 11:42:38,38,37,36,37,37,36,38,36,39
21/03/2024 11:42:41,40,39,39,39,40,40,40,40,40
21/03/2024 11:42:44,39,40,39,40,40,38,39,40,40
21/03/2024 11:42:47,38,38,38,38,39,39,39,39,39
21/03/2024 11:42:50,39,38,39,39,37,37,39,38,37
21/03/2024 11:42:52,36,38,37,36,39,39,38,39,39
21/03/2024 11:42:55,39,39,39,39,39,39,39,39,38
21/03/2024 11:42:58,38,38,38,39,40,40,40,40,40
21/03/2024 11:43:01,38,37,38,38,36,37,38,37,37
21/03/2024 11:43:03,37,36,37,37,37,37,37,38,38
21/03/2024 11:43:06,37,38,37,37,37,37,37,36,37
21/03/2024 11:43:09,38,38,38,39,37,38,38,38,38
21/03/2024 11:43:11,39,39,39,39,39,39,39,39,39
21/03/2024 11:43:14,39,38,39,38,40,39,39,40,40
21/03/2024 11:43:16,38,38,38,38,38,38,39,39,39
21/03/2024 11:43:19,38,38,38,40,38,39,39,38,39
21/03/2024 11:43:22,38,39,37,39,37,38,38,38,38
21/03/2024 11:43:25,36,37,38,38,38,37,37,38,38
21/03/2024 11:43:28,36,37,37,37,39,39,39,39,39
21/03/2024 11:43:30,37,38,37,38,38,38,37,37,39
21/03/2024 11:43:33,37,38,38,37,37,36,36,37,39
21/03/2024 11:43:36,38,37,38,36,37,37,37,37,37
21/03/2024 11:43:39,38,37,38,37,37,36,36,36,36
21/03/2024 11:43:42,38,37,38,38,36,37,37,35,36
21/03/2024 11:43:45,34,34,36,33,35,35,35,34,35
21/03/2024 11:43:48,40,38,37,39,35,36,36,38,37
21/03/2024 11:43:50,38,38,38,38,38,38,38,38,38
21/03/2024 11:43:53,39,38,38,39,38,39,40,39,40
21/03/2024 11:43:55,37,37,36,36,37,37,37,37,38
21/03/2024 11:43:58,40,40,40,40,38,39,38,38,39
21/03/2024 11:44:00,38,38,38,37,39,39,39,39,39
21/03/2024 11:44:03,39,39,39,39,39,39,39,39,39
21/03/2024 11:44:06,38,38,38,38,38,38,39,39,38
21/03/2024 11:44:08,37,37,37,37,38,38,37,38,38
21/03/2024 11:44:12,37,37,37,37,36,36,36,36,37
21/03/2024 11:44:15,38,37,38,38,38,39,38,37,37
21/03/2024 11:44:18,37,38,37,37,40,40,40,40,40
21/03/2024 11:44:20,37,37,38,38,35,35,36,35,36
21/03/2024 11:44:23,39,40,40,40,37,36,37,37,37
